name,online_order,book_table,rate,votes,phone,location,rest_type,dish_liked,cuisines,cost,listed_type,listed_city,price_segment,rating_category
Treat Kitchen,Yes,No,3.8,79,"080 41708080
080 41708070",Thippasandra,Quick Bites,"Butter Chicken, Dal Makhani, Malai Kofta","North Indian, Chinese, Seafood",400,Dine-out,Marathahalli,Medium,Good
Crunchie Corner,Yes,No,4,44,+91 9538381716,Brookefield,Quick Bites,"Waffles, Burgers, Pizza, Tea","Fast Food, Continental, Desserts",450,Dine-out,Marathahalli,Medium,Excellent
Keys Cafe - Keys Hotel,No,No,2.8,161,"080 39451000
+91 8884038484",Whitefield,"Casual Dining, Bar","Salads, Coffee, Breakfast Buffet, Halwa, Chicken Biryani, Lunch Buffet, Noodles","Chinese, Continental, North Indian",1200,Dine-out,Marathahalli,Premium,Poor
Mayura Sagar,No,No,3.6,194,+91 9108519014,Brookefield,Quick Bites,"Panneer Butter Masala, Coffee, Tea, Idli, Manchurian, Vada, Thali","Chinese, North Indian, South Indian",250,Dine-out,Marathahalli,Low,Good
Jade,Yes,Yes,3.7,692,080 41609484,Brookefield,Casual Dining,"Chicken Manchow Soup, Lime Soda, Clear Soup, Spring Roll, Momos, Veg Manchurian, Chilli Potatoes","Chinese, Seafood, Momos",750,Dine-out,Marathahalli,Premium,Good
Mughal Restaurant,Yes,No,3.3,218,"080 40930283
+91 9945299631",Brookefield,Casual Dining,"Chicken Lollipop, Idiyappam, Chicken Biryani, Fried Rice, Roti, Kerala Parotta, Pepper Chicken","Mughlai, Chinese, Kerala",600,Dine-out,Marathahalli,Medium,Good
Iyer Idly,No,No,4,112,"+91 9740657406
+91 9535231068",Thippasandra,Quick Bites,Idli,South Indian,150,Dine-out,Marathahalli,Low,Excellent
Kakaji,Yes,No,3.7,205,"+91 9538614593
+91 7406819235",Marathahalli,Quick Bites,"Thali, Lassi, Rice, Chole Bhature, Paratha, Dal Makhani, Dal Tadka",North Indian,350,Dine-out,Marathahalli,Medium,Good
McDonald's,Yes,No,3,401,+91 8928210111,Brookefield,Quick Bites,"Burgers, Mcmuffin, French Fries, Waffles, Pancakes, Mc Veggie, Coffee","Fast Food, Burger, Beverages, Cafe, Desserts",500,Dine-out,Marathahalli,Medium,Good
Biryani Park,Yes,No,3.4,85,"+91 9886688048
+91 9886688076",Brookefield,Casual Dining,Hyderabadi Biryani,"North Indian, Biryani, Chinese, Mughlai",500,Dine-out,Marathahalli,Medium,Good
Chellappa's,Yes,No,3.2,115,"+91 7899803020
+91 8971073388",Kaggadasapura,Casual Dining,"Tandoori Chicken, Chicken Biryani","Chettinad, South Indian, North Indian",500,Dine-out,Marathahalli,Medium,Good
Ginger & Garlic,Yes,No,3.6,92,"080 41523333
+91 9620960012",Brookefield,Quick Bites,"Biryani, Chicken Curry","South Indian, North Indian, Chinese",350,Dine-out,Marathahalli,Medium,Good
Rekha Restaurant,No,No,3.6,98,"+91 9986402925
+91 7204900559",Brookefield,Quick Bites,"Fish, Paratha, Fried Rice","North Indian, Chinese",450,Dine-out,Marathahalli,Medium,Good
Dunkin' Donuts,Yes,No,4,183,080 41155540,Brookefield,"Quick Bites, Dessert Parlor","Donut, Burgers, Eclair, Hot Chocolate","Desserts, Cafe, Beverages, Burger, Fast Food",550,Dine-out,Marathahalli,Medium,Excellent
Mayura Grand,No,No,3.9,92,+91 9972398944,Brookefield,Quick Bites,"Masala Dosa, Tea, Onion Dosa, Vada, Rava Idli, Kesari Bath","North Indian, South Indian, Chinese",350,Dine-out,Marathahalli,Medium,Good
Hyderabad Cuisine,No,No,2.8,70,"080 43712054
+91 7338330336","Varthur Main Road, Whitefield",Casual Dining,"Kori Roti, Fish, Sea Food","Seafood, Biryani, Hyderabadi, North Indian",650,Dine-out,Marathahalli,Medium,Poor
Kaka Food Corner,Yes,No,3.4,89,+91 8955983048,Whitefield,Quick Bites,"Panneer Butter Masala, Lassi",North Indian,300,Dine-out,Marathahalli,Low,Good
Mast Kalandar,No,No,2.4,229,"080 40906503
080 65695281",Brookefield,Casual Dining,"Chaat, Buttermilk, Paneer Bhurji, Gaon Ki Thali, Paratha, Gulab Jamun, Chole",North Indian,450,Dine-out,Marathahalli,Medium,Poor
Elements - Mapple Express,No,No,2.9,51,080 40324032,Whitefield,Casual Dining,"Noodles, Salad","North Indian, Chinese, Fast Food",600,Dine-out,Marathahalli,Medium,Poor
Chef in,No,No,3.6,198,"+91 8065677779
+91 9986010777",Brookefield,Casual Dining,"Tandoori Chicken, Chicken Biryani, Naan, Dum Biryani, Sweet Lassi, Dal Tadka, Hyderabadi Biryani","Biryani, North Indian, Chinese",500,Dine-out,Marathahalli,Medium,Good
Tastybites.com,Yes,No,3.7,82,+91 6361088707,Brookefield,Quick Bites,"Sandwiches, Chaat, Panipuri, Sandwich","Fast Food, Sandwich, South Indian",150,Dine-out,Marathahalli,Low,Good
Treat,No,No,3.8,54,080 41519621,Brookefield,Food Court,"Naan, Dal Makhani, Rice, Seekh Kebab, Butter Chicken, Sweet Lassi, Aam Panna",North Indian,500,Dine-out,Marathahalli,Medium,Good
99 Caffe,Yes,No,3.6,106,"+91 9513367801
+91 9513367802",Brookefield,Quick Bites,"Mudpie, Sandwich, Masala Dosa, Hot Coffee, Pasta, Pizza Dosa, Paratha","South Indian, North Indian, Chinese",250,Dine-out,Marathahalli,Low,Good
Aaha,Yes,No,3.6,93,+91 6361264046,Brookefield,Quick Bites,"Paratha, Tandoori Chicken, Panneer Butter Masala, Chole Bhature","North Indian, Chinese",300,Dine-out,Marathahalli,Low,Good
Freshkhilao,Yes,No,3.5,377,"080 46451111
+91 9668496860",Brookefield,Casual Dining,"Chicken Grill, Masala Papad, Shawarma, Mutton Kosha, Paratha, Kalmi Kebab, Gulab Jamun","Chinese, North Indian, Biryani, Juices",750,Dine-out,Marathahalli,Premium,Good
Raapchick,Yes,No,3.7,49,"080 41717785
+91 9571153004",Brookefield,Quick Bites,Burgers,"Fast Food, Burger",300,Dine-out,Marathahalli,Low,Good
North Wale Restaurant,No,No,2.9,115,+91 9986445358,Brookefield,Casual Dining,Tandoori Chicken,"North Indian, Chinese",800,Dine-out,Marathahalli,Premium,Poor
An Egg Story,No,No,4.1,707,+91 9986419110,Brookefield,Cafe,"Healthy Breakfast, Caesar Salad, English Breakfast, Burgers, Enchiladas, Omelette, Egg Burger","Cafe, Continental, American, Italian",600,Dine-out,Marathahalli,Medium,Excellent
Brew and Barbeque - A Microbrewery Pub,Yes,Yes,4.6,5913,080 45128649,Marathahalli,"Microbrewery, Pub","Craft Beer, Bbq Platter, Cocktails, Nachos, Pizza, Cosmopolitan, Wheat Beer","Continental, North Indian, BBQ, Steak",1400,Drinks & nightlife,Marathahalli,Premium,Excellent
The Boozy Griffin,No,Yes,4.8,4705,080 45128669,Marathahalli,Pub,"Singapore Sling, Sea Food Platter, Cocktails, Long Island Iced Tea, Vanilla Ice Cream, Martini, Ghee Rice","European, Continental",1800,Drinks & nightlife,Marathahalli,Premium,Excellent
Malties - Radisson Blu,No,No,4.3,53,080 49652584,Marathahalli,Lounge,"Cocktails, Jumbo Prawns, Charcuterie Platter, Chicken Burger, Chicken Tikka, Shawarma","Continental, Fast Food",4500,Drinks & nightlife,Marathahalli,Premium,Excellent
"3B's - Buddies, Bar & Barbecues",No,Yes,4.5,1914,+91 8880422301,Marathahalli,"Casual Dining, Bar","Chicken Curry, Paan Shot, Pan Shot Ice Cream, Paan Ice Cream, Mocktails, Cocktails, Hot Gulab Jamun","North Indian, Mediterranean, European, BBQ",1100,Drinks & nightlife,Marathahalli,Premium,Excellent
Float,Yes,Yes,4.4,3115,"+91 9066887042
+91 9066887086",Marathahalli,"Casual Dining, Bar","Butter Fish, Chicken Burritos, Cocktails, Mocktails, Rabri, Exotic Veg Pizza, Potato Wedges","North Indian, Japanese",1500,Drinks & nightlife,Marathahalli,Premium,Excellent
Sidewalk - The Garden Bar,Yes,Yes,4.4,3003,"+91 9591325180
+91 9999266306",Marathahalli,"Bar, Casual Dining","Veg Burger, Cocktails, Pizza, Craft Beer, Pesto Pasta, Chicken Steak, Prawn","North Indian, Continental, Chinese, Thai",1300,Drinks & nightlife,Marathahalli,Premium,Excellent
ANTIGRAVITY,No,Yes,4.4,747,080 49653256,Marathahalli,"Pub, Casual Dining","Cocktails, Peri Peri Chicken, Beer, Pasta, Nachos, Pizza, Potato Mash","Continental, North Indian, Chinese, BBQ",1500,Drinks & nightlife,Marathahalli,Premium,Excellent
Foxtrot,Yes,Yes,4.4,1192,"+91 9108136001
+91 9108136003",Marathahalli,"Pub, Casual Dining","Cocktails, Mocktails, Mai Thai, Murgh Platter, Pizza, Soya Chaap, Keema Samosa","North Indian, Chinese, Continental, Momos",1200,Drinks & nightlife,Marathahalli,Premium,Excellent
BiereKraft,No,Yes,4.2,746,+91 6363933109,Marathahalli,Bar,"Cocktails, Mocktails, Long Island Iced Tea, Beer, Tom Yum Soup, Fish, Sangria","Continental, North Indian, Asian",1600,Drinks & nightlife,Marathahalli,Premium,Excellent
TBC- Sky Lounge,No,Yes,4.4,623,"080 42106712
+91 7624959444",Marathahalli,"Casual Dining, Bar","Fish, Peri Peri Chicken, Cocktails, Chilli Chicken, Nachos, Burgers, Pasta","Continental, Asian, Italian, North Indian",1000,Drinks & nightlife,Marathahalli,Premium,Excellent
Bold,No,Yes,4,872,+91 9845476331,Marathahalli,"Bar, Casual Dining","Cocktails, Chicken Wings, Mocktails, Paneer Tikka, Beer, Burgers, Nachos","Modern Indian, Continental, North Indian",1500,Drinks & nightlife,Marathahalli,Premium,Excellent
Dive,No,Yes,4.3,760,"+91 7406257333
+91 7022455300",Marathahalli,"Pub, Casual Dining","Mocktails, Cocktails, Rabri, Salads, Malpua, Biryani, Salad","Continental, Finger Food",1300,Drinks & nightlife,Marathahalli,Premium,Excellent
Plan B,No,No,3.9,49,+91 8147791107,Marathahalli,"Casual Dining, Pub","Wings, Pizza","Continental, BBQ, Steak",1100,Drinks & nightlife,Marathahalli,Premium,Good
Chiller's Nation - Iris Inn,No,No,2.9,27,"080 67369999
+91 9035016960",Marathahalli,Bar,Beer,"North Indian, Continental, Italian",1200,Drinks & nightlife,Marathahalli,Premium,Poor
Chez Nous - Novotel,No,Yes,3.9,125,"+91 9538897369
+91 9538897371",Marathahalli,Lounge,"Coffee, Cocktails, Tiramisu, Cappuccino, Hot Chocolate, Tea","European, French, North Indian",2500,Drinks & nightlife,Marathahalli,Premium,Good
The Mint Resto Bar,No,Yes,2.6,62,+91 7259688882,Marathahalli,"Casual Dining, Bar",Prompt Service,"North Indian, Chinese, Andhra",1000,Drinks & nightlife,Marathahalli,Premium,Poor
Paprica,No,No,2.6,118,"+91 9379978822
080 30208899",Marathahalli,"Casual Dining, Bar","Mocktails, Gulab Jamun, Chilli Chicken, Biryani, Lunch Buffet","North Indian, Chinese",1200,Drinks & nightlife,Marathahalli,Premium,Poor
Gilly's Restobar,No,Yes,4.4,1798,080 49653492,Brookefield,"Pub, Casual Dining","Mutton Biryani, Drunken Chicken, Chicken Biryani, Beer, Pasta, Cocktails, Onion Rings","Continental, Finger Food, North Indian, Chinese",1200,Drinks & nightlife,Marathahalli,Premium,Excellent
Sherlock's Pub,Yes,Yes,3.3,272,"+91 9731567291
+91 9731567064",Brookefield,"Pub, Casual Dining","Beer, Pasta, Pepper Chicken, Onion Rings, Mocktails, Supreme Pizza, Fish Finger","Continental, North Indian, Chinese",1500,Drinks & nightlife,Marathahalli,Premium,Good
Chutney Chang,Yes,Yes,4.2,4750,"080 40001234
+91 9008001193",Church Street,Casual Dining,"Chaat, Chocolate Wonton, Apple Pie, Raj Kachori, Caramel Custard, Momos, Chicken Curry","North Indian, Chinese, BBQ",1500,Buffet,MG Road,Premium,Excellent
Ebony,Yes,Yes,4.3,3152,080 41783344,MG Road,Casual Dining,"Appam, Khao Suey, Chicken Biryani, Kebab Platter, Rabri, Prawn, Pad Thai","North Indian, South Indian",1500,Buffet,MG Road,Premium,Excellent
JW Kitchen - JW Marriott Bengaluru,No,Yes,4.4,2136,080 49653158,Lavelle Road,Fine Dining,"Pasta, Breakfast Buffet, Lasagne, Salads, Chocolate Cake, Chicken Soup, Seafood Salad","North Indian, Continental, Italian",2200,Buffet,MG Road,Premium,Excellent
The Tao Terraces,Yes,Yes,3.9,1939,080 49653408,MG Road,Casual Dining,"Salads, Cocktails, Khao Suey, Laksa, Jumbo Prawns, Veg Sushi, Espresso Martini","Thai, Japanese, Korean, Burmese, Chinese",2100,Buffet,MG Road,Premium,Good
Rim Naam - The Oberoi,No,No,4.6,988,080 25585858,MG Road,Fine Dining,"Seafood Soup, Mocktails, Mushroom Salad, Thai Salad, Wine, Jasmine Rice, Thai Red Curry",Thai,3000,Buffet,MG Road,Premium,Excellent
Le Jardin - The Oberoi,No,No,4.3,698,"080 25585858
080 41358205",MG Road,Fine Dining,"Breakfast Buffet, Biryani, Chocolate Cake, Salads, Pasta, Paneer Tikka, Mushroom Soup","European, Mediterranean, North Indian",3000,Buffet,MG Road,Premium,Excellent
BBQ@52,No,Yes,3.9,53,"+91 8147332157
+91 8884854771",MG Road,Casual Dining,Pasta,"BBQ, Biryani, Continental",1500,Buffet,MG Road,Premium,Good
Pinxx - Royal Orchid Central,Yes,Yes,3.8,200,"+91 9902000045
+91 9902000031",MG Road,Casual Dining,"Mutton Biryani, Salads, Fish, Sandwiches, Breakfast Buffet, Cheesecake","Italian, European",1600,Buffet,MG Road,Premium,Good
Monsoon - The Park Bangalore,No,Yes,4.1,274,"+91 9035808038
+91 9049882302",MG Road,Fine Dining,"Salads, Brownie, Cheesecake, Salad, Biryani, Dal Makhani, Pizza","Italian, North Indian",3000,Buffet,MG Road,Premium,Excellent
Canopy,No,No,3,108,"080 25588542
+91 9901054792",MG Road,Casual Dining,Gulab Jamun,"North Indian, Continental, Chinese",800,Buffet,MG Road,Premium,Good
Olive Bar And Kitchen,No,Yes,4.5,2216,"080 41128400
+91 9945565483",Richmond Road,Casual Dining,"Salads, Cocktails, Hazelnut Cake, Pepperoni Pizza, Mocktails, Calamari, Risotto","Mediterranean, European, Salad",1800,Buffet,MG Road,Premium,Excellent
Oh! Calcutta,Yes,Yes,4.4,1132,"080 25326614
+91 9379544302",Church Street,"Casual Dining, Bar","Fish, Curry Crab, Mocktails, Luchi, Kosha Mangsho, Sea Food, Daab Chingri","Bengali, Seafood",1200,Buffet,MG Road,Premium,Excellent
Caraway Kitchen - Conrad Bengaluru,No,Yes,4.3,165,"+91 8884358678
+91 8884463288",Ulsoor,Fine Dining,"Pasta, Pizza, Appam, Pancakes, Chaat, Fish, Masoor Dal","American, Continental, North Indian, South Indian",2800,Buffet,MG Road,Premium,Excellent
Mainland China,Yes,Yes,4.5,1429,080 49652555,Church Street,"Casual Dining, Bar","Hunan Tofu, Noodles, Jumbo Prawns, Jasmine Tea, Chicken Momo, Cocktails, Momos",Chinese,1700,Buffet,MG Road,Premium,Excellent
Rasovara,Yes,Yes,4.3,772,"080 41738968
+91 9886060965",Lavelle Road,Casual Dining,"Thali, Aamras, Malpua, Dal Bati, Lassi, Plain Rice, Buttermilk","Rajasthani, North Indian",1400,Buffet,MG Road,Premium,Excellent
Barbeque Nation,No,Yes,4.4,1082,"+91 8064806060
18001086060",Ulsoor,Casual Dining,"Mutton Seekh, Paan Kulfi, Biryani, Fish, Crispy Corn, Salads, Panipuri","North Indian, European, Mediterranean, BBQ, Kebab",1600,Buffet,MG Road,Premium,Excellent
BBQ'D - Global Grill & Brewery,No,No,4.3,465,"+91 7899700900
+91 7899800900",Lavelle Road,"Casual Dining, Microbrewery","Chicken Kebab, Butter Chicken, Papdi Chaat, Pizza, Dahipuri, Cocktails, Rice Kheer","BBQ, North Indian",1500,Buffet,MG Road,Premium,Excellent
Cubbon Pavilion - ITC Gardenia,No,Yes,4.3,688,080 22119898,Richmond Road,Fine Dining,"Cocktails, Breakfast Buffet, Croissants, Lassi, Salads, Caramel Cake, Waffles","European, Continental, Chinese, Thai",2500,Buffet,MG Road,Premium,Excellent
Empire Restaurant,Yes,No,4,3256,080 40414141,Church Street,Casual Dining,"Paneer Tikka, Bheja Fry, Ghee Rice, Jumbo Shawarma, Brain Fry, Raita, Biryani","North Indian, Mughlai, South Indian, Chinese",750,Buffet,MG Road,Premium,Excellent
Konark Vegetarian Restaurant,No,No,4.1,1014,"080 41248812
+91 9611774705",Residency Road,Casual Dining,"Hyderabadi Biryani, Masala Poori, Kulcha, Butter Masala Dosa, Chaat, Filter Coffee, Kesari Bath","North Indian, Chinese, Continental, South Indian, Street Food, Juices",500,Buffet,MG Road,Medium,Excellent
The Spice Bazaar,No,Yes,4.2,337,080 49652116,Lavelle Road,"Casual Dining, Bar","Brownie, Mutton Seekh, Salads, Rasmalai, Tandoori Aloo, Mutton Soup, Lunch Buffet","North Indian, Mughlai",1000,Buffet,MG Road,Premium,Excellent
Kitchen On Table,Yes,No,4,57,+91 9343044750,Brigade Road,Casual Dining,"Sea Food, Sushi","Japanese, Sushi, Asian",1500,Buffet,MG Road,Premium,Excellent
The Market - The Ritz-Carlton,No,Yes,4.3,620,080 49148341,Residency Road,Fine Dining,"Pizza, Waffles, Roti, Pasta, Sushi, Salads, Fish","North Indian, European, Thai",3400,Buffet,MG Road,Premium,Excellent
WelcomCafe Jacaranda - WelcomHotel Bengaluru,No,No,4,53,080 25001700,Richmond Road,Fine Dining,"Fish, Tiramisu, Filter Coffee Ice Cream, Brownie, Biryani, Chicken Korma, Chapa Pulusu","Asian, Continental, North Indian",2000,Buffet,MG Road,Premium,Excellent
Season - Adarsh Hamilton,No,Yes,4.3,330,080 43595713,Richmond Road,Casual Dining,"Fish, Pepper Corn, Salads, Mutton Biryani, Lunch Buffet, Apple Pie, Dahi Vada","North Indian, Chinese, South Indian, Continental",1200,Buffet,MG Road,Premium,Excellent
Panchavati Gaurav Thali,No,Yes,4,930,"+91 8041410033
+91 9731693987",Brigade Road,Casual Dining,"Veg Thali, Dahi Vada, Malpua, Rajasthani Thali, Rabri, Buttermilk, Jalebi","Rajasthani, Gujarati",800,Buffet,MG Road,Premium,Excellent
Puran da Dhaba - The Pride Hotel,Yes,No,4,167,"080 43484348
+91 8892711068",Richmond Road,"Casual Dining, Bar","Paneer Tikka, Biryani, Hara Bhara Kebab, Gulab Jamun, Mocktails, Roti, Fish",North Indian,1700,Buffet,MG Road,Premium,Excellent
Cafe Mangii,Yes,Yes,4.3,1053,+91 8022270098,Lavelle Road,Casual Dining,"Pizza, Pasta, Mocktails, Tiramisu, Mousse, Sangria, Minestrone Soup","Italian, Continental, Pizza",1600,Buffet,MG Road,Premium,Excellent
Ithaca - The Chancery Pavilion,No,Yes,3.9,312,+91 9902785566,Residency Road,Fine Dining,"Salads, Sunday Brunch, Cocktails, Watermelon Juice, Fish, Club Sandwich, Breakfast Buffet","North Indian, Italian, European, Continental",2000,Buffet,MG Road,Premium,Good
Tiger Trail - Ramada Hotel,Yes,Yes,4,190,"+91 8022865566
+91 9902000018",Shivajinagar,"Casual Dining, Bar","Custard, Paratha, Poha, Breakfast Buffet, Thali, Dal Makhani, Malai Kulfi","North Indian, Lucknowi",1300,Buffet,MG Road,Premium,Excellent
Citrus Cafe - Lemon Tree Premier,No,Yes,3.9,183,"080 44802005
+91 9986771761",Ulsoor,Casual Dining,"Lunch Buffet, Breakfast Buffet, Salads, Chips, Pasta, Omelette","North Indian, Continental, South Indian",2200,Buffet,MG Road,Premium,Good
Parika Multicuisine Restaurant,Yes,Yes,3.8,203,"+91 9900109637
+91 8041350000",Richmond Road,Casual Dining,"Tandoori Chicken, Kheer, Chicken Tikka, Butter Naan, Sweet Lassi, Caramel Custard, Panipuri","North Indian, Chinese, Mughlai",1200,Buffet,MG Road,Premium,Good
Cafe Treat - The Pride Hotel,Yes,No,4.1,118,"+91 9916548932
+91 9686601306",Richmond Road,Casual Dining,"Cosmopolitan, Salads, Chaat, Coffee, Biryani, Dal Makhani, Butter Chicken","Continental, Asian, Italian",1000,Buffet,MG Road,Premium,Excellent
South Parade - The Chancery Hotel,No,No,3.1,122,"+91 9972976627
080 22276767",Lavelle Road,"Casual Dining, Bar","Breakfast Buffet, Salads","North Indian, Continental, Chinese",1200,Buffet,MG Road,Premium,Good
Saatvikk,No,No,2.8,132,+91 8041216902,Brigade Road,Casual Dining,"Masala Papad, Cheese Garlic Naan, Coffee, Corn Soup, Pasta","North Indian, South Indian, Continental",650,Buffet,MG Road,Medium,Poor
Curry with a 'K' - St. Mark's Hotel,No,No,3.9,90,+91 9901911818,St. Marks Road,Casual Dining,"Salad, Apple Tart, Salads, Vada, Idli, Dhokla, Pasta","North Indian, Mughlai, Hyderabadi",1400,Buffet,MG Road,Premium,Good
Northern Gate- Gateway Hotel,No,Yes,4,103,"+91 9845547532
+91 9898780004",Residency Road,Casual Dining,"Cut Fruits, Pasta, Sunday Brunch",North Indian,1900,Buffet,MG Road,Premium,Excellent
Cafe @ Elanza,No,No,3.7,145,"+91 8861300580
080 22233666",Richmond Road,"Casual Dining, Cafe","Breakfast Buffet, Omelette, Lunch Buffet, Pasta","Chinese, North Indian, Cafe",1000,Buffet,MG Road,Premium,Good
70 Brigade - Iris Hotel,No,Yes,3.9,105,"080 40555888
080 30555888",Brigade Road,Casual Dining,"Salads, Jalebi, Pasta, Rabri, Fish Curry, Salad, Mysore Pak","Chinese, North Indian, Pizza",1000,Buffet,MG Road,Premium,Good
Sunehri,No,No,3.8,67,"080 22225111
080 40411111",Richmond Road,Casual Dining,"Buttermilk, Thali, Breakfast Buffet, Vada, Pongal",South Indian,500,Buffet,MG Road,Medium,Good
Spice It,No,No,3.8,52,"080 42548005
+91 7022032592",Richmond Road,Casual Dining,"Noodles, Fish","North Indian, Continental, Italian",1200,Buffet,MG Road,Premium,Good
Woody's,No,No,2.3,116,"080 22225111
080 40411111",Richmond Road,Casual Dining,"Coffee, Idli, Vada, Thali","Chinese, South Indian, North Indian",650,Buffet,MG Road,Medium,Poor
Skylit - Citrus Hotels,No,Yes,4.1,327,"+91 8150811209
+91 7022006120",Cunningham Road,Lounge,"Gulab Jamun, Sea Food, Bruschettas, Paneer Tikka, Gajar Halwa, Shahi Tukda, Biryani","North Indian, Mughlai, Mediterranean",1300,Buffet,MG Road,Premium,Excellent
Banjara Melting Pot,Yes,Yes,4.2,476,"080 41231772
080 41231774",Cunningham Road,Casual Dining,"Lamb Curry, Cocktails, Neer Dosa, Veg Starter, Prawn Ghee Roast, Chicken Biryani, Mocktails","North Indian, Chinese, Seafood",1700,Buffet,MG Road,Premium,Excellent
Red Onion,Yes,Yes,4.2,570,"080 40918141
+91 8867785004",Shanti Nagar,Casual Dining,"Fish, Dumplings, Biryani, Paneer Tikka Masala, Manchow Soup, Chicken Wings, Chop Suey","Chinese, North Indian, Biryani, Kebab",1200,Buffet,MG Road,Premium,Excellent
The Oriental Spice - Ashraya Hotel,Yes,No,3.8,160,"080 41148989
+91 7795612130",Infantry Road,Casual Dining,"Noodles, Lunch Buffet, Fish, Manchurian, Salads, Salad","Chinese, Thai, Indonesian",1300,Buffet,MG Road,Premium,Good
Mint Masala,No,No,2.8,254,"+91 9980703115
+91 9343584544",Infantry Road,Casual Dining,"Salads, Mint Masala, Breakfast Buffet, Pasta, Spring Roll, Lunch Buffet, Roti","North Indian, Chinese",1000,Buffet,MG Road,Premium,Poor
BISO - Citrus Hotels,No,Yes,3.9,158,"+91 7022006109
+91 7022066120",Cunningham Road,Casual Dining,"Fish, Peas Pulao, Naan, Kulcha","North Indian, South Indian, Italian, Continental",1100,Buffet,MG Road,Premium,Good
BLOW,Yes,Yes,4.3,969,080 45128771,Church Street,Cafe,"Mocktails, Pasta, Burgers, Sandwich, Salsa, Salad, Hazelnut Frappe","Cafe, Continental, American, Burger",750,Cafes,MG Road,Premium,Excellent
Cafe Azzure,Yes,Yes,4.2,2729,080 49653400,MG Road,Cafe,"Pasta, Wedges, Pizza, Nachos, Mocktails, Burgers, Thick Shakes","Cafe, Continental, Italian, Burger",1200,Cafes,MG Road,Premium,Excellent
CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© Felix,Yes,Yes,4.4,723,080 22086644,MG Road,"Casual Dining, Cafe","Burgers, Sandwiches, Peanut Butter Smoothie, Margherita Pizza, Ravioli, Salad, Cocktails","American, Cafe, Continental",1700,Cafes,MG Road,Premium,Excellent
Cafe Mozaic - Taj MG Road Bengaluru,No,Yes,4.1,568,"080 66604266
080 66604444",MG Road,"Casual Dining, Cafe","Paneer Lababdar, Sandwiches, Oysters, Paratha, Coffee, Jeera Rice, Biryani","North Indian, Italian, South Indian, Continental, Cafe, Salad",2500,Cafes,MG Road,Premium,Excellent
Lakeview Milkbar,No,No,4,1463,080 25582161,MG Road,"Dessert Parlor, Cafe","Butterscotch Ice Cream, Sandwiches, Milk Shake, Brownie, Hot Chocolate Fudge, Vanilla Ice Cream, Burgers","Desserts, Fast Food, Beverages",450,Cafes,MG Road,Medium,Excellent
Happy Belly Bakes,Yes,No,4.1,119,080 48654072,MG Road,"Cafe, Bakery","Hot Chocolate, Waffles, Chicken Pizza, Brownie, Tea, Chocolate Cupcake, Pasta","Cafe, Bakery",500,Cafes,MG Road,Medium,Excellent
Soul Cafe,No,Yes,3.9,317,"080 41512932
+91 9916128463",MG Road,Cafe,"Mocktails, Peri Peri Chicken, Coffee Hazelnut, Oreo Shake, Nachos, White Sauce Pasta, Ice Tea","Cafe, Continental, Italian",800,Cafes,MG Road,Premium,Good
The Coffee Bean & Tea Leaf,Yes,No,3.8,262,+91 8022086888,MG Road,Cafe,"Coffee, Sandwiches, Blueberry Muffin, Pancakes, Espresso, Cappuccino, Cheesecake",Cafe,700,Cafes,MG Road,Medium,Good
Brik Oven,No,No,4.6,2293,+91 9148100119,Church Street,Cafe,"Garlic Bread, Waffles, Brownie Shake, Cookie Monster Shake, Wood Fire Pizza, Big Bang Shake, Mushroom Pizza","Cafe, Pizza, Beverages",1100,Cafes,MG Road,Premium,Excellent
Green Theory,Yes,Yes,4.2,2854,"+91 8861435956
080 41663836",Residency Road,"Casual Dining, Cafe","Potato Skins, Pizza, Mushroom Soup, Pasta, Banana Smoothie, Almond Soup, Kiwi Lemonade","Italian, Salad, Healthy Food, Cafe, Asian, Desserts, Pizza",800,Cafes,MG Road,Premium,Excellent
Truffles,No,No,4.5,3596,"080 41121160
+91 9611017000",St. Marks Road,Cafe,"Burgers, Pasta, Cheese Burger, Mocktails, Ferrero Rocher Milkshake, Peri Chicken, Chicken Paprika","Cafe, American, Burger, Steak",900,Cafes,MG Road,Premium,Excellent
The White Room - Coffee & Kitchen,No,Yes,4.1,1737,"080 40222999
+91 7406195000",Church Street,Cafe,"Mushroom Quiche, Chicken Quiche, Coffee, Chocolate Milkshake, Caramel Frappe, Espresso, Tea","Cafe, Continental, American, Desserts",1000,Cafes,MG Road,Premium,Excellent
Matteo Coffea,No,No,4.4,2650,080 43336000,Church Street,Cafe,"Coffee, Pasta, Donut, Salads, Choco Brownie Shake, Tiramisu Cheesecake, Sandwiches",Cafe,600,Cafes,MG Road,Medium,Excellent
Glen's Bakehouse,Yes,No,4.4,1109,"080 41124894
080 41126825",Lavelle Road,"Bakery, Cafe","Pizza, Coffee, Pasta, Tiramisu, Cheesecake, Hot Chocolate, Pie","Bakery, Cafe, Italian, Desserts",600,Cafes,MG Road,Medium,Excellent
Smally's Resto Cafe,Yes,No,4.2,3574,+91 9986658881,Church Street,Cafe,"Burgers, Snicker Shake, Thick Shakes, Pasta, Chicken Wings, Peri Fries, Peri Peri Chicken Burger","Cafe, Italian, Burger, American, Steak",650,Cafes,MG Road,Medium,Excellent
